epoch;kl_loss;reconstruction_loss;total_loss;val_kl_loss;val_reconstruction_loss;val_total_loss
4;4.135785102844238;650.2269287109375;654.3626708984375;NA;NA;NA
5;4.145946025848389;650.2205200195312;654.366455078125;NA;NA;NA
6;4.146069526672363;650.1981201171875;654.3441772460938;NA;NA;NA
7;4.149842739105225;650.2050170898438;654.3546142578125;NA;NA;NA
8;4.149745941162109;650.2210083007812;654.370849609375;NA;NA;NA
9;4.147770404815674;650.2056884765625;654.3528442382812;NA;NA;NA
10;4.154290199279785;650.1849365234375;654.3389282226562;NA;NA;NA
11;4.1521406173706055;650.2197265625;654.371826171875;NA;NA;NA
12;4.1503825187683105;650.193359375;654.34375;NA;NA;NA
13;4.1598591804504395;650.2099609375;654.36962890625;NA;NA;NA
14;4.156820297241211;650.1390991210938;654.2957763671875;NA;NA;NA
15;4.1536173820495605;650.1483154296875;654.3021240234375;NA;NA;NA
16;4.160431385040283;650.1832885742188;654.3440551757812;NA;NA;NA
17;4.161306858062744;650.1395263671875;654.3006591796875;NA;NA;NA
18;4.160074234008789;650.148193359375;654.3080444335938;NA;NA;NA
19;4.156726360321045;650.1365356445312;654.2931518554688;NA;NA;NA
20;4.150768280029297;650.1416625976562;654.2924194335938;NA;NA;NA
21;4.151912689208984;650.1295776367188;654.2814331054688;NA;NA;NA
22;4.147842884063721;650.125;654.2728881835938;NA;NA;NA
23;4.162456035614014;650.1078491210938;654.2704467773438;NA;NA;NA
