epoch,loss,val_loss
0,0.030439281836152077,0.019311482086777687
1,0.017482761293649673,0.01647895574569702
2,0.015749923884868622,0.01546102948486805
3,0.014772279188036919,0.014635458588600159
4,0.014106420800089836,0.014465906657278538
5,0.013689151965081692,0.013803313486278057
6,0.013356699608266354,0.01348523236811161
7,0.013078003190457821,0.013230681419372559
8,0.01285710372030735,0.013384045101702213
9,0.01269893441349268,0.01297958567738533
10,0.01255758199840784,0.01273198053240776
11,0.012432213872671127,0.01274009607732296
12,0.0123107535764575,0.012477568350732327
13,0.012186234816908836,0.012652600184082985
14,0.012093630619347095,0.012507380917668343
15,0.01199497003108263,0.012364045716822147
16,0.011957826092839241,0.012574475258588791
17,0.011859336867928505,0.012256508693099022
18,0.01180747989565134,0.01221183780580759
19,0.011721989139914513,0.012194865383207798
20,0.011659613810479641,0.012186108157038689
21,0.01160903088748455,0.012074816972017288
22,0.011546831578016281,0.012062283232808113
23,0.011501648463308811,0.012129774317145348
24,0.011455712839961052,0.01198222953826189
25,0.011392824351787567,0.011973806656897068
26,0.011379729956388474,0.011958860792219639
27,0.011302207596600056,0.011999044567346573
28,0.011291204951703548,0.01213754341006279
29,0.011236668564379215,0.011936177499592304
30,0.011209161952137947,0.011890376918017864
31,0.01117527112364769,0.011875695548951626
32,0.011122839525341988,0.01189909316599369
33,0.011089661158621311,0.0119469054043293
34,0.011082959361374378,0.011842086911201477
35,0.011028983630239964,0.011870342306792736
36,0.010996455326676369,0.011746035888791084
37,0.010980593971908092,0.011784777976572514
38,0.010959377512335777,0.01196043286472559
39,0.010923773050308228,0.011868140660226345
