epoch,loss,val_loss
0,0.02914077416062355,0.023711366578936577
1,0.022520828992128372,0.022390024736523628
2,0.021941518411040306,0.02195153385400772
3,0.021779730916023254,0.02191566303372383
4,0.0216106865555048,0.021763527765870094
5,0.021532777696847916,0.021602753549814224
6,0.0214143767952919,0.0215595792979002
7,0.02135072834789753,0.021643176674842834
8,0.021298645064234734,0.0215203408151865
9,0.021213512867689133,0.02154899202287197
10,0.021166089922189713,0.021395089104771614
11,0.021113242954015732,0.021429184824228287
12,0.021050306037068367,0.021305907517671585
13,0.021022725850343704,0.021489372476935387
14,0.020967330783605576,0.021376406773924828
15,0.020926745608448982,0.02150917425751686
16,0.020867789164185524,0.021277708932757378
17,0.02084214799106121,0.021295441314578056
18,0.02080475352704525,0.021297087892889977
19,0.020736880600452423,0.021437320858240128
20,0.020705413073301315,0.021226471289992332
21,0.020690925419330597,0.021313726902008057
22,0.02064557373523712,0.02134072594344616
23,0.020596640184521675,0.021210579201579094
24,0.020562075078487396,0.021361371502280235
25,0.020557356998324394,0.02128048613667488
26,0.02050044946372509,0.021284518763422966
27,0.020478034391999245,0.0212923064827919
28,0.02042366750538349,0.02123398147523403
29,0.020389374345541,0.021269666031003
30,0.020384913310408592,0.02128172293305397
31,0.020345598459243774,0.021277541294693947
32,0.020328247919678688,0.02132246270775795
33,0.020283076912164688,0.021303681656718254
34,0.020260244607925415,0.02139909192919731
35,0.02024051919579506,0.021325048059225082
36,0.020201943814754486,0.02134385146200657
37,0.020172743126749992,0.021313803270459175
38,0.020144343376159668,0.021327562630176544
39,0.020116865634918213,0.021462824195623398
